@relation sg2$data

@attribute regioncentroidcol numeric
@attribute regioncentroidrow numeric
@attribute regionpixelcount numeric
@attribute shortlinedensity5 numeric
@attribute shortlinedensity2 numeric
@attribute vedgemean numeric
@attribute vegdesd numeric
@attribute hedgemean numeric
@attribute hedgesd numeric
@attribute intensitymean numeric
@attribute rawredmean numeric
@attribute rawbluemean numeric
@attribute rawgreenmean numeric
@attribute exredmean numeric
@attribute exbluemean numeric
@attribute exgreenmean numeric
@attribute valuemean numeric
@attribute saturationmean numeric
@attribute huemean numeric
@attribute class {brickface,sky,foliage,cement,window,path,grass}

@data
134,104,9,0,0,238889,184074,266667,355556,217778,208889,283333,161111,-266667,196667,-17,283333,0430399,-166975,brickface
231,49,9,0,0,0555556,0385186,0666669,0266668,120704,108111,139333,114667,-377778,558889,-181111,139333,0223879,-231548,sky
136,45,9,0,0,122222,154441,205556,152631,530741,481111,637778,473333,-148889,321111,-172222,637778,0259367,-20459,cement
180,186,9,0111111,0,15,179815,194444,178159,496296,45,613333,425556,-138889,351111,-212222,613333,0306161,-195809,path
47,119,9,0111111,0,227778,227466,133333,138243,437037,211111,677778,422222,-677778,722222,-0444444,677778,0732926,-258723,foliage
99,198,9,0,0,505555,6434,566667,579271,583333,518889,723333,507778,-193333,42,-226667,723333,0299654,-203587,path
187,135,9,0,0,327778,246296,0833334,0477778,264444,202222,37,221111,-186667,316667,-13,37,0454232,-221199,window
137,190,9,0,0,205556,0742868,227778,140502,604444,534444,755556,523333,-21,453333,-243333,755556,0308799,-204362,path
47,215,9,0,0,311111,178471,338889,240755,171852,144444,156667,214444,-822222,-455556,127778,214444,0341766,226609,grass
120,136,9,0,0,0611111,0418519,1,0444444,625926,777778,722222,377778,455556,288889,-744444,8,0529541,-0924607,brickface
72,191,9,0111111,0,127778,0507408,311111,460741,151852,121111,148889,185556,-922222,-0888889,101111,185556,035037,254533,grass
104,139,9,0,0,0333333,0516398,0333333,0516398,0666667,0,177778,0222222,-2,333333,-133333,177778,1,-215073,foliage
7,114,9,0,0,116667,0788889,211111,127407,145185,161111,171111,103333,477778,777778,-125556,174444,0408644,-117935,brickface
187,180,9,0,0,405556,298453,333333,319722,620741,548889,775556,537778,-215556,464444,-248889,775556,0306906,-204418,path
233,211,9,0111111,0,266667,608889,166667,173333,154444,124444,152222,186667,-9,-0666667,966667,186667,0335421,255496,grass
120,74,9,0,0,0333335,00888892,0500001,0077778,101852,891111,123222,932222,-382222,641111,-258889,123222,0276784,-222055,sky
73,164,9,0,0,0944444,0574133,188889,104704,231481,217778,191111,285556,-411111,-121111,162222,285556,0330345,17983,grass
104,134,9,0,0,05,0182574,0833333,0278887,177778,0111111,388889,133333,-5,633333,-133333,388889,0977778,-242251,foliage
151,114,9,0,0,0611111,0196296,1,0533333,622222,755556,744444,366667,4,366667,-766667,788889,0537919,-10108,brickface
221,154,9,0111111,0111111,422222,274074,127778,0596296,648148,433333,107778,433333,-644444,128889,-644444,107778,06248,-208798,window
223,185,9,0,0,05,0349603,238889,208078,12963,115556,977778,175556,-422222,-955556,137778,175556,0445418,183885,grass
212,48,9,0,0,0555555,0251852,0555555,00740738,12237,112222,138111,116778,-304444,472222,-167778,138111,0187362,-22786,sky
149,163,9,0,0,261111,121518,14,488889,416667,354444,513333,382222,-186667,29,-103333,513333,0297547,-238444,path
211,206,9,0,0,0944445,112963,216667,11,160741,135556,145556,201111,-755556,-455556,121111,201111,032736,225237,grass
13,73,9,0,0,138889,072963,261111,312963,190741,192222,241111,138889,0444444,151111,-155556,241111,0421504,-152425,brickface
58,113,9,0,0,344444,122323,0722222,0389682,208519,168889,284444,172222,-118889,227778,-108889,284444,0414807,-212569,window
29,78,9,0,0,0666665,0699206,261111,232299,697407,596667,884444,611111,-302222,561111,-258889,884444,0325487,-214554,cement
54,138,9,0,0,0222222,0296296,0388889,0418519,0259259,0,0666667,0111111,-0777778,122222,-0444444,0666667,0333333,-218144,foliage
17,85,9,0111111,0,0888889,0720082,111111,0720082,177778,0444444,344444,144444,-4,5,-1,344444,0912963,-237762,foliage
87,196,9,0111111,0,133333,0869228,222222,166889,615926,55,756667,541111,-197778,422222,-224444,756667,0287526,-204874,path
131,86,9,0,0,138889,121852,166667,257778,242963,235556,313333,18,-222222,211111,-188889,313333,0424597,-165084,brickface
242,183,9,0,0,15,0936898,216667,179815,153704,126667,124444,21,-811111,-877778,168889,21,0420244,207587,grass
191,119,9,0,0,111111,129386,0944446,0772202,398519,362222,482222,351111,-108889,251111,-142222,482222,0271717,-2006,cement
128,175,9,0,0,216667,421111,272222,432963,237778,208889,217778,286667,-866667,-6,146667,286667,0284954,226354,grass
111,235,9,0,0,161111,130741,272222,255185,156296,117778,158889,192222,-115556,0777778,107778,192222,0388096,267077,grass
209,249,9,0,0,244444,238519,288889,380741,855556,8,755556,101111,-166667,-3,466667,101111,0309022,191742,grass
100,111,9,0,0,161111,0907407,161111,0818518,199259,197778,248889,151111,-0444444,148889,-144444,248889,0391701,-158144,brickface
98,104,9,0,0,222222,362963,15,132222,187037,192222,232222,136667,155556,135556,-151111,232222,0410009,-144664,brickface
190,105,9,0,0,188889,22963,216667,167778,457407,412222,563333,396667,-135556,317778,-182222,563333,0295992,-199608,cement
228,114,9,0,0,0388889,00629629,0833333,0122222,588889,7,744444,322222,333333,466667,-8,744444,056746,-115184,brickface
10,196,9,0,0,122222,104704,1,0843274,153333,141111,114444,204444,-366667,-116667,153333,204444,044058,178917,grass
38,106,9,0,0,222222,251852,211111,314074,20,20,251111,148889,0,153333,-153333,251111,0408155,-155762,brickface
228,191,9,0,0,144444,0620633,233333,119257,492222,44,605556,431111,-156667,34,-183333,605556,0289582,-204052,path
100,111,9,0,0,372222,209518,411111,194963,488889,222222,911111,333333,-8,126667,-466667,911111,0864664,-221647,foliage
222,38,9,0111111,0,0555556,0403687,211111,068853,113481,100444,131444,108556,-391111,538889,-147778,131444,023576,-237,sky
149,182,9,0111111,0,311111,320878,7,564899,398519,372222,473333,35,-788889,224444,-145556,473333,024779,-186828,path
151,138,9,0,0,0444444,00740741,0444444,00740741,544444,7,633333,3,466667,266667,-733333,7,056746,-0880521,brickface
247,159,9,0,0,255556,505185,157222,168952,357778,304444,45,318889,-16,276667,-116667,454444,0289218,-254935,path
156,181,9,0,0,05,0349603,15,0505525,116667,9,977778,162222,-8,-566667,136667,162222,0445979,220664,grass
108,138,9,0,0,0277778,00629629,05,0122222,318519,144444,666667,144444,-522222,104444,-522222,666667,0799603,-208783,window
142,33,9,0,0,0499999,0623609,0500001,0349603,110593,967778,128667,106333,-414444,542222,-127778,128667,0247776,-240802,sky
66,101,9,0111111,0,0722223,0329629,222222,0651852,19037,196667,235556,138889,188889,135556,-154444,235556,0410267,-145759,brickface
189,124,9,0,0,127778,0951853,127778,135185,385926,358889,462222,336667,-811111,228889,-147778,462222,0271474,-19075,cement
193,142,9,0111111,0,0388889,00629629,172222,0151852,481482,677778,522222,244444,588889,122222,-711111,677778,0646164,-0675123,brickface
143,114,9,0,0,15,0809664,0388889,0389682,271852,23,344444,241111,-125556,217778,-922222,344444,0331888,-219642,window
60,181,9,0111111,0,166667,12,266667,208889,196296,171111,178889,238889,-755556,-522222,127778,238889,0285691,218914,grass
25,199,9,0,0,111111,0607407,105556,0462963,175185,131111,178889,215556,-132222,111111,121111,215556,0393002,269011,grass
248,200,9,0,0,138889,0952579,177778,116746,461111,413333,565556,404444,-143333,313333,-17,565556,0286663,-203802,path
21,90,9,0,0,0666668,00444441,0777779,0562963,113481,105889,128556,106,-227778,452222,-224444,128556,0179697,-209781,sky
105,111,9,0,0,0388889,0389682,105556,0443053,601852,532222,748889,524444,-208889,441111,-232222,748889,0299664,-2058,cement
38,200,9,0,0,344444,212568,344445,120493,55963,49,702222,486667,-208889,427778,-218889,702222,0309826,-208021,path
136,45,9,0,0,122222,154441,205556,152631,530741,481111,637778,473333,-148889,321111,-172222,637778,0259367,-20459,cement
100,155,9,0,0,05,0459468,0833333,0349603,233333,20,206667,293333,-10,-8,18,293333,031809,21694,grass
115,183,9,0,0,0777778,0385185,2,146667,181111,14,173333,23,-123333,-233333,146667,23,0392364,24832,grass
133,125,9,0,0,144444,282963,211111,131852,662593,611111,791111,585556,-154444,385556,-231111,791111,0259842,-19632,cement
2,245,9,0,0,188889,216296,316667,327778,640741,622222,6,7,-0555556,-122222,177778,722222,0191049,175665,grass
68,80,9,0,0,116667,0166666,172222,170741,111074,102889,127333,103,-245556,487778,-242222,127333,0198052,-20987,sky
163,68,9,0,0,183333,221111,155556,0962963,567778,52,682222,501111,-143333,343333,-20,682222,0265053,-198431,cement
45,126,9,0,0,7,387011,255556,179712,101852,488889,172222,844444,-158889,211111,-522222,172222,0736431,-244984,foliage
179,101,9,0,0,0444448,0385187,0611109,0329633,134926,126444,147222,131111,-254444,368889,-114444,147222,0141107,-232873,sky
176,132,9,0,0,05,0122222,0944444,032963,574074,744444,622222,355556,511111,144444,-655556,755556,0529982,-0726018,brickface
78,99,9,0,0,161111,801852,305556,147741,414815,111111,9,233333,-911111,145556,-544444,9,09109,-225567,foliage
9,80,9,0,0,294444,137519,166667,715111,236296,173333,316667,218889,-188889,241111,-522222,316667,0514254,-243151,foliage
23,55,9,0,0,222222,367407,177778,0785185,234444,216667,311111,175556,-533333,23,-176667,311111,043507,-177116,brickface
204,25,9,0,0,0611111,0329628,0833333,0477775,102481,88,125667,937778,-434444,695556,-261111,125667,0299583,-225341,sky
124,191,9,0,0,35,273861,327778,280013,597407,528889,747778,515556,-205556,451111,-245556,747778,0313611,-203548,path
200,31,9,0,0,211111,122323,505556,267845,112593,833333,165556,888889,-877778,158889,-711111,165556,0500944,-217195,window
6,217,9,0,0,211111,50963,394444,125074,145556,114444,133333,188889,-933333,-366667,13,188889,039534,236387,grass
78,108,9,0,0,0833333,0433333,161111,117407,171111,19,198889,124444,566667,833333,-14,20,0378839,-116952,brickface
80,83,9,0111111,0,166667,177778,15,0566666,494444,456667,586667,44,-113333,276667,-163333,586667,0249679,-197362,cement
226,233,9,0,0,277778,131852,177778,10963,117037,833333,11,157778,-101111,-211111,122222,157778,0473944,247661,grass
18,66,9,0,0,866667,908968,109444,528905,398889,323333,495556,377778,-226667,29,-633333,495556,0350169,-243063,foliage
205,190,9,0,0,127778,0998145,161111,112382,494815,447778,606667,43,-141111,335556,-194444,606667,0290788,-19876,path
88,211,9,0222222,0,138889,0879815,244444,145551,108148,888889,766667,158889,-577778,-944444,152222,158889,0524328,194083,grass
141,62,9,0,0,188889,211852,338889,637407,273704,237778,376667,206667,-107778,308889,-201111,376667,0450305,-188841,brickface
169,102,9,0,0,1,0355555,0888889,0296295,582222,534444,696667,515556,-143333,343333,-20,696667,025976,-198558,cement
135,185,9,0111111,0,222222,281004,227778,128956,47963,441111,573333,424444,-115556,281111,-165556,573333,0259189,-19821,path
4,208,9,0111111,0,233333,176383,244444,169531,147778,121111,122222,20,-8,-766667,156667,20,0429398,211262,grass
238,59,9,0,0,0833335,0459466,105556,0680412,121704,109222,139,116889,-374444,518889,-144444,139,0214204,-236422,sky
149,64,9,0,0,15,114444,138889,0462963,240741,226667,318889,176667,-422222,234444,-192222,318889,0446354,-172489,brickface
233,154,9,0,0,372222,116185,0666666,0577778,33,251111,465556,273333,-236667,406667,-17,465556,0458785,-220265,cement
165,99,9,0,0,0888891,0474074,0777779,0474074,934074,79,118,832222,-432222,737778,-305556,118,0330418,-220776,sky
223,190,9,0,0,2,10328,205556,146692,468889,42,577778,408889,-146667,326667,-18,577778,0292226,-202513,path
38,103,9,0,0,0888889,105185,194444,13963,581852,533333,695556,516667,-145556,341111,-195556,695556,0257014,-199759,cement
215,123,9,0,0,0333333,0133333,0666667,00444444,137037,0,377778,0333333,-411111,722222,-311111,377778,1,-216987,foliage
58,124,9,0111111,0,111111,114074,0555556,0474074,114815,0111111,277778,0555556,-311111,488889,-177778,277778,0984127,-218129,foliage
35,132,9,0,0,05,00777779,0222222,0162963,537037,711111,611111,288889,522222,222222,-744444,711111,0593254,-0808383,brickface
189,187,9,0,0,122222,10037,305556,238902,485185,441111,598889,415556,-132222,341111,-208889,598889,0305755,-194747,path
198,185,9,0,0,133333,122927,25,165664,502222,454444,613333,438889,-143333,333333,-19,613333,0285554,-200718,path
147,182,9,0,0,227778,170511,294444,159745,435926,403333,525556,378889,-977778,268889,-171111,525556,0278669,-191917,path
91,19,9,0,0,1,0760118,144445,0779364,126667,115444,142444,122111,-336667,473333,-136667,142444,0189527,-235283,sky
155,27,9,0,0,105556,0240737,144445,025185,137519,132556,146556,133444,-148889,271111,-122222,146556,00984723,-214672,sky
42,63,9,0111111,0,15,11,194444,246296,223704,203333,296667,171111,-611111,218889,-157778,296667,0422651,-181389,brickface
58,217,9,0,0,138889,106284,166667,13499,119259,977778,9,17,-644444,-877778,152222,17,0486598,200664,grass
124,29,9,0,0,1,0711108,105555,0907417,128444,119222,142889,123222,-276667,433333,-156667,142889,0165616,-227113,sky
189,144,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,window
212,152,9,0,0,5,764444,238889,326296,265556,203333,376667,216667,-186667,333333,-146667,376667,046343,-216573,cement
221,50,9,0,0,0444445,0544332,144444,0688533,122074,109889,139778,116556,-365556,531111,-165556,139778,0213809,-232568,sky
227,196,9,0,0,261111,236095,355556,169531,471852,421111,582222,412222,-152222,331111,-178889,582222,0292469,-203949,path
160,110,9,0,0,0833333,0691214,0444444,0272165,316296,272222,393333,283333,-132222,231111,-988889,393333,0307444,-218724,window
196,124,9,0,0,0222222,00296296,0833333,0388889,622222,755556,744444,366667,4,366667,-766667,8,0542108,-101148,brickface
224,63,9,0,0,0777776,0296294,0666668,0177777,120222,108444,137556,114667,-353333,52,-166667,137556,0211484,-231588,sky
226,131,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,window
178,138,9,0,0,0111111,0172133,00555555,0136083,137037,1,311111,0,-111111,522222,-411111,311111,1,-175502,window
234,164,9,0,0,05,0211111,3,804445,136667,116667,15,143333,-6,4,2,168889,029915,287512,grass
88,180,9,0,0,15,0936898,383333,288868,504074,452222,623333,436667,-155556,357778,-202222,623333,0300918,-200872,path
174,178,9,0,0,138889,268518,5,104,195556,17,181111,235556,-766667,-433333,12,235556,0298962,227413,grass
250,196,9,0,0,15,150185,227778,121868,477778,426667,587778,418889,-153333,33,-176667,587778,0289138,-2046,path
214,79,9,0,0,127778,0862963,133333,0533333,485185,2,922222,333333,-855556,131111,-455556,922222,0791667,-228898,foliage
210,47,9,0,0,05,0211113,0666667,0488889,971111,825556,121444,873333,-436667,73,-293333,121444,0320097,-222322,sky
84,51,9,0,0,177778,162963,266667,0888889,257407,226667,351111,194444,-922222,281111,-188889,351111,0446118,-187303,brickface
155,138,9,0,0,2,0666661,105555,041852,694815,638889,825556,62,-167778,392222,-224444,825556,0248998,-199905,cement
121,123,9,0,0,155556,247407,0888889,10963,696296,788889,844444,455556,277778,444444,-722222,844444,0475,-118068,brickface
181,115,9,0,0,0222224,00296301,144445,122964,132778,123222,145333,129778,-286667,376667,-9,145333,0152134,-240548,sky
47,89,9,0,0,0555556,0172133,361111,383792,142222,102222,221111,103333,-12,236667,-116667,221111,0548825,-210731,window
217,115,9,0,0,116667,0344445,0555555,0385185,188889,0222222,466667,0777778,-5,833333,-333333,466667,0962963,-22166,foliage
97,123,9,0,0,0388889,00185186,0166667,00777778,114815,0,344444,0,-344444,688889,-344444,344444,1,-20944,foliage
134,54,9,0,0,0611112,0646931,122222,10037,12437,112667,141333,119111,-351111,508889,-157778,141333,0202708,-232866,sky
142,111,9,0,0,111111,045542,0555555,0344265,287407,245556,358889,257778,-125556,214444,-888889,358889,0315484,-220267,window
11,50,9,0111111,0,177778,100369,111111,091084,109259,938889,130333,103556,-461111,632222,-171111,130333,02797,-237202,sky
217,145,9,0,0,0555556,0162963,0722222,0062963,52963,633333,655556,3,311111,377778,-688889,7,0564153,-106897,brickface
72,235,9,0111111,0,283333,174801,527778,3137,150741,12,15,182222,-922222,-0222222,944444,182222,0347481,258602,grass
247,50,9,0,0,0444443,0272166,0777779,0344264,121185,109222,138889,115444,-358889,531111,-172222,138889,0213538,-231231,sky
248,149,9,0,0,116667,0788889,105556,0640741,19,144444,197778,227778,-136667,233333,113333,227778,0363717,274165,grass
151,101,9,0,0,961111,653679,05,0349603,311852,272222,394444,268889,-118889,247778,-128889,394444,0327288,-205839,cement
153,208,9,0,0,244444,242963,194444,308519,168519,13,16,215556,-115556,-255556,141111,215556,0396909,248329,grass
44,79,9,0,0,0444444,0344265,0777779,0403686,107741,938889,126556,102778,-415556,564444,-148889,126556,0258079,-237797,sky
215,89,9,0222222,0,188889,158698,233333,172562,18037,144444,251111,145556,-107778,212222,-104444,251111,043138,-210229,window
226,90,9,0,0,0777778,0620633,0388889,0250924,718518,511111,121111,433333,-622222,147778,-855556,121111,0641018,-198955,window
101,121,9,0111111,0,0666667,0843274,15,0888194,340741,111111,6,311111,-688889,777778,-0888889,6,0843518,-251916,foliage
226,176,9,0,0,305555,327561,238889,287067,569259,504444,714444,488889,-194444,435556,-241111,714444,0315862,-202178,path
159,138,9,0,0,0166667,0166667,0333333,0133333,266667,111111,588889,1,-466667,966667,-5,588889,0826852,-207782,window
242,81,9,0,0,15,114445,122222,0740742,382593,345556,472222,33,-111111,268889,-157778,472222,0300796,-198457,cement
96,196,9,0,0,35,126051,738889,367826,635185,56,791111,554444,-225556,467778,-242222,791111,0301586,-207044,path
13,142,9,0,0,0388889,0062963,127778,0151852,459259,622222,522222,233333,488889,188889,-677778,633333,0630159,-0776334,brickface
88,71,9,0111111,0111111,144444,0785185,45,567778,223333,217778,285556,166667,-166667,186667,-17,285556,0416299,-163686,brickface
140,125,9,0,0,0666667,0222222,266667,377778,392593,155556,777778,244444,-711111,115556,-444444,777778,0853199,-223424,foliage
194,57,9,0,0,0611109,0418515,116667,038889,135963,129889,146222,131778,-182222,307778,-125556,146222,0111695,-221505,sky
68,117,9,0,0,0444444,0207407,161111,215185,198889,206667,241111,148889,233333,126667,-15,241111,0381277,-142009,brickface
120,102,9,0,0,0777778,0162964,0666667,0177779,634815,567778,771111,565556,-201111,408889,-207778,771111,026938,-208304,cement
162,237,9,0111111,0,227778,114342,266667,256472,132222,108889,10,187778,-7,-966667,166667,187778,0472826,199038,grass
40,142,9,0,0,0277778,0136083,0222222,0172133,122222,0111111,355556,0,-333333,7,-366667,355556,1,-205616,window
